depth	min95%	max95%	best	accrate
489	10020	10277	10152	23.11
490	10043	10300	10175	23.11
491	10066	10324	10198	23.11
492	10089	10346	10221	23.11
493	10111	10369	10245	23.11
494	10133	10394	10268	23.11
495	10155	10417	10291	23.11
496	10177	10441	10314	23.11
497	10199	10463	10337	23.11
498	10221	10487	10360	23.11
499	10243	10510	10383	23.11
500	10265	10533	10406	23.11
501	10288	10557	10429	23.11
502	10311	10580	10452	23.11
503	10333	10604	10476	23.11
504	10356	10627	10499	23.11
505	10379	10651	10522	23.11
506	10401	10674	10545	23.11
507	10423	10698	10568	23.11
508	10445	10721	10591	23.11
509	10467	10745	10614	23.11
510	10489	10768	10637	23.11
511	10511	10791	10660	23.11
512	10534	10814	10684	23.11
513	10557	10837	10707	23.11
514	10580	10861	10730	23.11
515	10602	10884	10753	23.11
516	10624	10908	10776	23.11
517	10646	10931	10799	23.11
518	10668	10955	10822	23.11
519	10690	10978	10845	23.11
520	10712	11001	10868	23.11
521	10734	11024	10892	23.11
522	10756	11048	10915	23.11
523	10778	11072	10938	23.11
524	10801	11095	10961	23.11
525	10823	11118	10984	23.11
526	10845	11141	11007	23.11
527	10868	11165	11030	23.11
528	10890	11188	11053	23.11
529	10912	11211	11076	23.11
530	10934	11234	11100	23.11
531	10957	11258	11123	23.11
532	10979	11281	11146	23.11
533	11001	11304	11169	23.11
534	11023	11327	11192	23.11
535	11045	11351	11215	23.11
536	11067	11375	11238	23.11
537	11089	11398	11261	23.11
538	11110	11422	11284	23.11
539	11132	11446	11308	23.11
540	11154	11470	11331	23.11
541	11176	11493	11354	23.11
542	11198	11516	11377	23.11
543	11220	11540	11400	23.11
544	11242	11565	11423	23.11
545	11264	11588	11446	23.11
546	11286	11612	11469	23.11
547	11308	11636	11492	23.11
548	11330	11660	11516	23.11
549	11353	11683	11539	23.11
550	11375	11706	11562	23.11
551	11398	11730	11585	23.11
552	11420	11754	11608	23.11
553	11442	11778	11631	23.11
554	11465	11802	11654	23.11
555	11487	11825	11677	23.11
556	11510	11849	11700	23.11
557	11532	11872	11724	23.11
558	11554	11895	11747	23.11
559	11576	11918	11770	23.11
560	11599	11941	11793	23.11
561	11621	11965	11816	23.11
562	11643	11988	11839	23.11
563	11665	12011	11862	23.11
564	11687	12035	11885	23.11
565	11709	12058	11908	23.11
566	11731	12081	11932	23.11
567	11753	12105	11955	23.11
568	11775	12128	11978	23.11
569	11797	12153	12001	23.11
570	11819	12177	12024	23.11
571	11841	12201	12047	23.11
572	11863	12225	12070	23.11
573	11885	12250	12093	23.11
574	11908	12274	12116	23.11
575	11930	12298	12140	23.11
576	11953	12321	12163	23.11
577	11975	12344	12186	23.11
578	11998	12368	12209	23.11
579	12020	12391	12232	23.11
580	12043	12415	12255	23.11
581	12065	12439	12278	23.11
582	12088	12464	12301	23.11
583	12110	12488	12324	23.11
584	12133	12513	12348	23.11
585	12156	12537	12371	23.11
586	12178	12562	12394	23.11
587	12200	12586	12417	23.11
588	12222	12609	12440	23.11
589	12244	12632	12463	23.11
590	12266	12655	12486	23.11
591	12289	12679	12509	23.11
592	12311	12703	12532	23.11
593	12333	12727	12556	23.11
594	12355	12751	12579	23.11
595	12377	12775	12602	23.11
596	12399	12799	12625	23.11
597	12421	12823	12648	23.11
598	12443	12847	12671	23.11
599	12465	12871	12694	23.11
600	12487	12895	12717	23.11
601	12510	12919	12740	23.11
602	12532	12944	12764	23.11
603	12554	12968	12787	23.11
604	12576	12992	12810	23.11
605	12598	13015	12833	23.11
606	12620	13039	12856	23.11
607	12642	13062	12879	23.11
608	12664	13085	12902	23.11
609	12686	13108	12925	23.11
610	12708	13131	12948	23.11
611	12730	13156	12972	23.11
612	12752	13180	12995	23.11
613	12774	13204	13018	23.11
614	12796	13229	13041	23.11
615	12818	13253	13064	23.11
616	12841	13277	13087	23.11
617	12863	13301	13110	23.11
618	12885	13326	13133	23.11
619	12907	13350	13156	23.11
620	12929	13374	13180	23.11
621	12951	13398	13203	23.11
622	12974	13423	13226	23.11
623	12996	13447	13249	23.11
624	13018	13470	13272	23.11
625	13040	13493	13295	23.11
626	13062	13517	13318	23.11
627	13084	13542	13341	23.11
628	13106	13567	13364	23.11
629	13128	13591	13388	23.11
630	13150	13616	13411	23.11
631	13172	13641	13434	23.11
632	13194	13665	13457	23.11
633	13217	13689	13480	23.11
634	13239	13713	13503	23.11
635	13261	13737	13526	NA
